Actual_Class,Fraud_Probability,Risk_Score,Risk_Category,Recommended_Action
0,0.35127446,35,Medium Risk,Quick Verification
0,0.00020824374,0,Low Risk,Auto Approve
0,0.4651537,47,Medium Risk,Quick Verification
0,0.4359147,44,Medium Risk,Quick Verification
0,0.004492533,0,Low Risk,Auto Approve
1,0.90266454,90,Critical Risk,Fraud Investigation Team
0,0.000258173,0,Low Risk,Auto Approve
0,0.00012851023,0,Low Risk,Auto Approve
0,0.031444155,3,Low Risk,Auto Approve
0,0.1499659,15,Low Risk,Auto Approve
0,0.002501529,0,Low Risk,Auto Approve
0,0.65051246,65,High Risk,Manual Investigation
0,0.00037300625,0,Low Risk,Auto Approve
0,0.00017089673,0,Low Risk,Auto Approve
0,0.23495626,23,Low Risk,Auto Approve
0,0.7962464,80,Critical Risk,Fraud Investigation Team
1,0.92140555,92,Critical Risk,Fraud Investigation Team
0,0.17154479,17,Low Risk,Auto Approve
0,0.0029984927,0,Low Risk,Auto Approve
0,0.42067462,42,Medium Risk,Quick Verification
0,0.07626261,8,Low Risk,Auto Approve
0,0.0028980565,0,Low Risk,Auto Approve
0,0.38379696,38,Medium Risk,Quick Verification
0,0.20569399,21,Low Risk,Auto Approve
0,0.003083616,0,Low Risk,Auto Approve
0,0.00080150674,0,Low Risk,Auto Approve
0,0.4726869,47,Medium Risk,Quick Verification
1,0.83755547,84,Critical Risk,Fraud Investigation Team
0,0.2893729,29,Medium Risk,Quick Verification
0,0.0011362458,0,Low Risk,Auto Approve
0,0.04059083,4,Low Risk,Auto Approve
0,0.011293248,1,Low Risk,Auto Approve
0,0.26654363,27,Medium Risk,Quick Verification
0,0.24994831,25,Low Risk,Auto Approve
0,0.6350229,64,High Risk,Manual Investigation
0,0.27925858,28,Medium Risk,Quick Verification
0,0.31586185,32,Medium Risk,Quick Verification
1,0.62561613,63,High Risk,Manual Investigation
0,0.1730611,17,Low Risk,Auto Approve
0,0.0038361736,0,Low Risk,Auto Approve
0,0.0004974012,0,Low Risk,Auto Approve
0,0.23344232,23,Low Risk,Auto Approve
0,0.114281505,11,Low Risk,Auto Approve
0,6.046666e-05,0,Low Risk,Auto Approve
0,0.08318631,8,Low Risk,Auto Approve
0,0.19828646,20,Low Risk,Auto Approve
0,0.61052907,61,High Risk,Manual Investigation
0,0.016894372,2,Low Risk,Auto Approve
0,0.08861605,9,Low Risk,Auto Approve
0,0.0053281453,1,Low Risk,Auto Approve
0,0.012193972,1,Low Risk,Auto Approve
0,0.005214065,1,Low Risk,Auto Approve
0,0.07827149,8,Low Risk,Auto Approve
0,0.0037814553,0,Low Risk,Auto Approve
0,0.0007705747,0,Low Risk,Auto Approve
0,0.19179998,19,Low Risk,Auto Approve
0,0.0852599,9,Low Risk,Auto Approve
0,0.0018445266,0,Low Risk,Auto Approve
0,0.0008490599,0,Low Risk,Auto Approve
0,0.48809257,49,Medium Risk,Quick Verification
0,0.0027692954,0,Low Risk,Auto Approve
0,0.0012364644,0,Low Risk,Auto Approve
0,0.0027798857,0,Low Risk,Auto Approve
0,0.23557809,24,Low Risk,Auto Approve
0,0.009407376,1,Low Risk,Auto Approve
0,0.6220591,62,High Risk,Manual Investigation
0,0.00022462104,0,Low Risk,Auto Approve
1,0.53600514,54,High Risk,Manual Investigation
0,0.00082081504,0,Low Risk,Auto Approve
0,0.029859144,3,Low Risk,Auto Approve
0,0.06659899,7,Low Risk,Auto Approve
0,0.089267045,9,Low Risk,Auto Approve
0,0.03914451,4,Low Risk,Auto Approve
0,0.64675695,65,High Risk,Manual Investigation
1,0.70389473,70,High Risk,Manual Investigation
0,0.85962814,86,Critical Risk,Fraud Investigation Team
0,0.113628514,11,Low Risk,Auto Approve
1,0.84740067,85,Critical Risk,Fraud Investigation Team
0,0.00040759743,0,Low Risk,Auto Approve
0,0.095211394,10,Low Risk,Auto Approve
0,0.008359589,1,Low Risk,Auto Approve
0,0.04060811,4,Low Risk,Auto Approve
1,0.75488704,75,High Risk,Manual Investigation
0,0.099989586,10,Low Risk,Auto Approve
0,0.005985471,1,Low Risk,Auto Approve
0,0.17123017,17,Low Risk,Auto Approve
0,0.012355689,1,Low Risk,Auto Approve
0,0.4428283,44,Medium Risk,Quick Verification
0,0.64042735,64,High Risk,Manual Investigation
0,0.70561594,71,High Risk,Manual Investigation
0,0.007878462,1,Low Risk,Auto Approve
0,0.009207212,1,Low Risk,Auto Approve
0,0.42255408,42,Medium Risk,Quick Verification
0,0.00049242424,0,Low Risk,Auto Approve
0,0.49251732,49,Medium Risk,Quick Verification
0,0.5365554,54,High Risk,Manual Investigation
0,0.027973678,3,Low Risk,Auto Approve
1,0.4926766,49,Medium Risk,Quick Verification
0,0.029901316,3,Low Risk,Auto Approve
0,0.016386677,2,Low Risk,Auto Approve
0,0.18952435,19,Low Risk,Auto Approve
0,0.037024695,4,Low Risk,Auto Approve
0,0.13389789,13,Low Risk,Auto Approve
0,0.10225914,10,Low Risk,Auto Approve
0,0.00038629075,0,Low Risk,Auto Approve
0,0.03040168,3,Low Risk,Auto Approve
0,0.001403342,0,Low Risk,Auto Approve
1,0.66967344,67,High Risk,Manual Investigation
0,0.0021282681,0,Low Risk,Auto Approve
0,0.0054692044,1,Low Risk,Auto Approve
0,0.01513492,2,Low Risk,Auto Approve
0,0.6887788,69,High Risk,Manual Investigation
0,0.0011500228,0,Low Risk,Auto Approve
0,0.1936643,19,Low Risk,Auto Approve
0,0.15444542,15,Low Risk,Auto Approve
0,0.0033097034,0,Low Risk,Auto Approve
0,0.06686717,7,Low Risk,Auto Approve
0,0.024322832,2,Low Risk,Auto Approve
0,0.2812187,28,Medium Risk,Quick Verification
0,0.06706622,7,Low Risk,Auto Approve
0,0.007189958,1,Low Risk,Auto Approve
0,0.13529697,14,Low Risk,Auto Approve
0,0.5314159,53,High Risk,Manual Investigation
1,0.5561186,56,High Risk,Manual Investigation
0,0.0029712543,0,Low Risk,Auto Approve
0,0.008743731,1,Low Risk,Auto Approve
0,0.001550373,0,Low Risk,Auto Approve
0,0.003010392,0,Low Risk,Auto Approve
0,0.09384315,9,Low Risk,Auto Approve
0,0.16024914,16,Low Risk,Auto Approve
0,0.004668631,0,Low Risk,Auto Approve
0,0.0012033823,0,Low Risk,Auto Approve
0,0.78382593,78,Critical Risk,Fraud Investigation Team
0,0.0122799305,1,Low Risk,Auto Approve
0,0.0002851659,0,Low Risk,Auto Approve
0,0.940614,94,Critical Risk,Fraud Investigation Team
0,0.026106473,3,Low Risk,Auto Approve
0,0.004442393,0,Low Risk,Auto Approve
0,0.0007679233,0,Low Risk,Auto Approve
0,0.0032175835,0,Low Risk,Auto Approve
0,0.47444886,47,Medium Risk,Quick Verification
0,0.092685215,9,Low Risk,Auto Approve
0,0.00013811955,0,Low Risk,Auto Approve
0,0.0055075213,1,Low Risk,Auto Approve
0,0.46400863,46,Medium Risk,Quick Verification
0,0.00015641772,0,Low Risk,Auto Approve
0,0.24942783,25,Low Risk,Auto Approve
1,0.32211977,32,Medium Risk,Quick Verification
0,0.0061407024,1,Low Risk,Auto Approve
0,0.01729088,2,Low Risk,Auto Approve
